sensor_index,date_created,private,name,icon,location_type,model,hardware,latitude,longitude
131075,1632955574,0,Mariners Bluff,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,33.51511,-117.67972
131079,1632955612,0,BRSKBV-outside,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,37.75315,-122.44364
131077,1632955594,0,BEE Patio,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,37.93273,-122.03972
131083,1632955622,0,Bettencourt Home,0,0,PA-II,2.0+PMSX003-B+PMSX003-A,38.287594,-122.46281
131087,1632955644,0,Graeagle Meadows,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,39.76283,-120.61008
131091,1632955657,0,Cupertino Dog Yard,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,37.328453,-122.048836
131089,1632955649,0,Maison du Vin et Fromage,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,37.752125,-122.43994
131097,1633028780,0,Carmelita,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,37.37483,-122.07158
53,1454548891,0,Lakeshore,0,0,UNKNOWN,1.0+1M+PMSX003-O,40.246742,-111.7048
77,1456896339,0,Sunnyside,0,0,PA-I,2.0+1M+PMSX003-A,40.750816,-111.82529
131190,1633034575,0,Lanterns at Rock Creek,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,39.94589,-105.14925
131195,1633034592,0,NJ48D9,0,0,PA-II-SD,2.0+OPENLOG+NO-DISK+DS3231+BME280+PMSX003-B+PMSX003-A,40.2219,-74.76362
131197,1633034597,0,NJ2348,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,40.218304,-74.760216
131203,1633034622,0,Vino Noceto,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,38.521652,-120.82048
131201,1633034610,0,Rosemary Recreation Complex,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.287605,-71.23751
135,1464376452,0,Octopod,0,0,PA-I,2.0+1M+BME280+PMSX003-A,41.223026,-111.9438
131205,1633034632,0,Needham private residence,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+PMSX003-B+PMSX003-A,42.29583,-71.253525
131211,1633034739,0,460&amp;603 corner,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,37.226986,-80.212204
131259,1633042564,0,Everett Creek - outside,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,34.113136,-77.87975
131257,1633040601,0,The Crossings,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,37.95144,-121.98193
195,1470083084,0,Trinidad ,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,41.059727,-124.12889
131279,1633106578,0,NNRD - Outside,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+BME680+PMSX003-B+PMSX003-A,39.98117,-105.15552
131281,1633106582,0,NJ1F53,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,40.232094,-74.77151
131287,1633106604,0,Pinebluff,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,34.182487,-92.005974
131291,1633106615,0,Shannon hills,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,34.62277,-92.43314
131289,1633106610,0,West Little Rock,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,34.723907,-92.345764
131293,1633106619,0,Police Department,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.121555,-72.75205
131317,1633106699,0,Roosevelt,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,40.59127,-105.10347
131327,1633111337,0,Uxbridge BOH/Taft Early Learning Center,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.08482,-71.62606
131335,1633111397,0,"12 rotch st. acushnet , mass 02743",0,0,PA-II-SD,2.0+OPENLOG+31037 MB+PMSX003-B+PMSX003-A,41.669945,-70.902306
131347,1633111527,0,6 Linda Lane,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,41.76484,-71.12986
131355,1633111558,0,Near Bauder,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,40.567772,-105.12439
131353,1633111554,0,PURPLEAIR PA-II-SD CLX HSE,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,32.682343,-115.494675
131379,1633377278,0,MORPC_30,0,0,PA-II-SD,2.0+OPENLOG+NO-DISK+DS3231+BME280+PMSX003-B+PMSX003-A,39.96028,-83.006294
314,1473904717,0,Parker,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,39.43402,-104.73237
322,1473909821,0,Hemberg Dr,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,35.224293,-111.60618
131403,1633384259,0,ACUSHNET BOH-2,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,41.66893,-70.90374
131421,1633384315,0,"Boulder, CO",0,0,PA-II-SD,2.0+OPENLOG+NO-DISK+DS3231+BME280+PMSX003-B+PMSX003-A,39.983513,-105.182
131431,1633384635,0,San Bruno Fire Station 52,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,37.624493,-122.44617
131435,1633384636,0,San Bruno Fire Station 51,0,0,PA-II-SD,2.0+OPENLOG+NO-DISK+DS3231+BME280+PMSX003-B+PMSX003-A,37.624477,-122.41409
131455,1633384873,0,NJ4E24,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,40.23745,-74.74114
131459,1633384882,0,Loggerhead Marinelife Center,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,26.884792,-80.055786
131457,1633384880,0,BAB2,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,40.20565,-74.80565
131479,1633457590,0,Crestwood,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,33.519978,-86.740654
407,1476477823,0,CCA Motor Parts of America,0,0,PA-II,2.0+BME280+PMSX003A+PMSX003B,33.842,-118.33769
131483,1633458540,0,NJD551,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,40.236732,-74.7901
131485,1633461099,0,Sylvester Street,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.681007,-71.15795
417,1476482843,0,CCA Hamilton and Silvius,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,33.716675,-118.309906
443,1478491864,0,Weber-Morgan Health Department P1,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,41.224422,-111.968376
131525,1633461748,0,clifford st,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,41.671394,-70.903725
131529,1633461758,0,Fire Station,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.059986,-72.50481
131533,1633461767,0,Mt. View School,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.05031,-72.48321
131537,1633461776,0,EL COA,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.07656,-72.522354
473,1478548774,0,Sunnyside 93727,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,36.724483,-119.701645
131551,1633461821,0,Conneaut Public Library,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,41.9476,-80.5542
131553,1633461831,0,East Longmeadow High School,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.05951,-72.524864
131559,1633461850,0,Acushnet BOH 1,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,41.677692,-70.904465
489,1480104897,0,CCA Lakme an Q,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,33.79555,-118.26094
131563,1633461951,0,Pine Knoll,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.086056,-72.493286
131579,1633470974,0,Tennant Residence,0,0,PA-II-SD,2.0+OPENLOG+NO-DISK+DS3231+BME280+BME680+PMSX003-B+PMSX003-A,39.65161,-80.52528
131587,1633471236,0,Bear Canyon,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,39.12546,-120.959785
131585,1633471229,0,1907 ZE Outside,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,45.497982,-122.60986
525,1480112542,0,13 th and J,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,40.78387,-111.87014
131611,1633473197,0,Rogue Valley Manor,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,42.307285,-122.83957
547,1480115980,0,AQMD_RTI_1,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,34.065666,-118.02129
131627,1633473259,0,Blake-Nealon,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,37.448013,-122.1792
131625,1633473254,0,"Sagamore Drive, Mounthope NY",0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,41.48465,-74.49707
131643,1633551556,0,stowe road,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.324387,-71.53912
583,1480125809,0,CCA Pepper and San Fernando,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,34.089146,-118.22643
131683,1633552105,0,PPA 1,0,0,PA-II-SD,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,33.8838,-118.02466
131687,1633552131,0,PPA 2,0,0,PA-II-SD,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,33.88358,-118.02466
131685,1633552108,0,PPA 3,0,0,PA-II-SD,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,33.88361,-118.02507
131693,1633552333,0,APCD Springfield,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,37.417156,-102.61571
131697,1633552339,0,Needham Housing Authority,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.27531,-71.24178
131707,1633552393,0,Havillah,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,48.819916,-119.184746
131725,1633552426,0,Merrill Community Center,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.51567,-89.02437
661,1481166251,0,Clean Air Carolina Coulwood West,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,35.302235,-80.94612
669,1481168059,0,Pinebrook,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,40.74772,-111.578766
131743,1633552532,0,Family Services Center of Southern Wisconsin,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.50018,-89.02974
131751,1633552615,0,Fire Dept - County,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,41.77152,-70.95738
131753,1633552625,0,Benicia,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,38.082935,-122.17309
131763,1633552644,0,Technical Academy,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.124027,-72.76319
729,1481398553,0,Clean Air Carolina Oaklawn Park,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,35.25573,-80.84566
131819,1633561205,0,Upper Dry Creek Rd,0,0,PA-II-SD,2.0+OPENLOG+15931 MB+DS3231+BME280+PMSX003-B+PMSX003-A,36.59029,-121.91659
747,1481403302,0,T-Bock’s Sports Bar &amp; Grill,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,43.304337,-91.787544
131817,1633561199,0,Corpus Christi School,0,0,PA-II-SD,2.0+OPENLOG+NO-DISK+DS3231+BME280+PMSX003-B+PMSX003-A,37.80805,-122.20865
131825,1633561809,0,Cripple Creek,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,38.74712,-105.182076
757,1481405376,0,Clean Air Carolina,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,35.930508,-78.95389
131835,1633561887,0,Mueller,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,30.292303,-97.69709
131833,1633561880,0,Summit School,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,36.117447,-80.28787
765,1481407090,0,Clean Air Carolina Washington Heights,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,35.2532,-80.8579
767,1481407658,0,Kari's PurpleAir,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,37.70912,-121.92197
131837,1633561892,0,Beloit Memorial Highschool-APES,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.51682,-89.03786
131861,1633619524,0,Lawrence Country Club,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,38.97508,-95.267685
131887,1633641721,0,East Los Angeles,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,34.023052,-118.14664
131903,1633645056,0,Pop’s House,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,31.785929,-106.359764
131909,1633645074,0,APCD Bristol,0,0,PA-II-SD,2.0+OPENLOG+NO-DISK+DS3231+BME280+PMSX003-B+PMSX003-A,38.12087,-102.310005
131917,1633645096,0,Applewood Area,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,43.596912,-79.60757
131923,1633645113,0,APCD Gunnison 2,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,38.546307,-106.930176
131939,1633645156,0,Pollard Fields,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.275436,-71.22661
131943,1633645168,0,APCD Trinidad 2,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,37.183582,-104.46327
131941,1633645163,0,Milas Hall outside,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.292747,-71.263695
131947,1633645198,0,Campus Center outside,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.293667,-71.263535
131945,1633645175,0,APCD LA Jara,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,37.260098,-105.966576
131967,1633711319,0,Saddle Ridge,0,0,PA-II-SD,2.0+OPENLOG+NO-DISK+DS3231+BME280+PMSX003-B+PMSX003-A,39.980217,-105.15313
131965,1633645948,0,APCD Walsh,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,37.384846,-102.28259
896,1484435197,0,Chemainus Elementary,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,48.930725,-123.73338
131971,1633713005,0,Moss Creek,0,0,PA-II-SD,2.0+OPENLOG+15485 MB+DS3231+BME280+PMSX003-B+PMSX003-A,47.70525,-121.86659
131983,1633730658,0,SouthAnaheim,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,33.795666,-117.93653
912,1484454581,0,The Hub,0,0,PA-II,2.0+BME280+PMSX003A+PMSX003B,48.72967,-123.66412
920,1484518764,0,Mount Prevost El,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,48.795055,-123.736084
924,1484519454,0,St Ann's Drive,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,48.78508,-123.65917
928,1484520206,0,Cobble Hill El,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,48.69273,-123.58976
944,1484600691,0,17th St and Kiesel Ave,0,0,PA-II,2.0+1M+PMSX003-B+PMSX003-A,41.237522,-111.97154
132031,1633732974,0,Our Air 1,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,33.202465,-87.556206
132035,1633733013,0,"Thompsonville, CT",0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,41.994705,-72.60318
132039,1633733018,0,Pollard Entrance,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.276726,-71.22601
968,1485899361,0,Honeymoon Bay CC,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,48.81372,-124.17262
976,1486065068,0,Beaumont Avenue,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,48.81524,-123.61025
982,1486065699,0,"Mountain Views, East Sandy",0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,40.58007,-111.81687
984,1486066229,0,Willow Creek Golf,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,40.595387,-111.807755
992,1486410687,0,Cosgriff Catholic School,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,40.72763,-111.824425
132093,1633735176,0,Nampa Public Library,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,43.57786,-116.56153
1024,1486417163,0,OV_Eden Wolf Creek,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,41.32704,-111.8144
132137,1633966143,0,Gibraltar,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,33.71045,-117.79303
132141,1633966564,0,Crest,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,47.33445,-122.10237
132151,1633981420,0,Memorial Elementary School,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.143238,-71.521706
132157,1633981456,0,Fire Dept - Bullock,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,41.763565,-71.01933
1092,1488144488,0,Mile High Drive,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,40.66416,-111.7987
132173,1633981541,0,Town Hall,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.46522,-71.00939
1118,1488514398,0,Helper,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,39.68688,-110.85456
1128,1490113941,0,USCEHC Lincoln Heights,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,34.06846,-118.20639
1138,1490201478,0,Clean Air Carolina - Hendersonville,0,0,PA-II,2.0+1M+PMSX003-B+PMSX003-A,35.315834,-82.460724
1140,1490201657,0,"Leland, MI",0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,45.07228,-85.70048
1178,1490665239,0,CARB_SMOKE_MCAPCD_Don-Pedro-Elem,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,37.67254,-120.35794
1184,1490666482,0,CARB_SMOKE_MCAPCD_Woodland,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,37.450073,-119.84867
132267,1633992791,0,Lobsterman’s Landing,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.451027,-70.98303
1202,1490669484,0,KSC 19,0,0,PA-II,2.0+1M+PMSX003-B+PMSX003-A,42.936554,-72.27102
1208,1490669515,0,Sacramento 2,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,38.568382,-121.493225
1210,1490669518,0,Dubuque air quality sensor,0,0,PA-II,2.0+1M+BME680+PMSX003-B+PMSX003-A,42.523132,-90.65974
1212,1490669521,0,CARB_SMOKE_MCAPCD_MES/HS,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,37.48816,-119.96352
1216,1490669546,0,CARB_Smoke_MCAPCD_Wawona,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,37.550167,-119.64278
1224,1490673738,0,KSC 17,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,42.938034,-72.2593
132297,1633994095,0,PurpleAir,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,33.846676,-112.09802
1256,1490682838,0,Tzouhalem/Maple Bay,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,48.796833,-123.63203
1266,1490683337,0,CCA 10th and Owosso,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,33.86301,-118.38896
1304,1490729086,0,CARB_SMOKE_MARIPOSA_MDO,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,37.5006,-119.84042
1326,1490813503,0,Clyde,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,35.527256,-82.89524
1334,1490813516,0,Clean Air Carolina - Highlands Biological Station,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,35.053734,-83.188736
132467,1634062466,0,Middle Bear Creek,0,0,PA-II-SD,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,47.717045,-122.0854
132475,1634067647,0,Lakeview Oaks,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,38.66663,-121.10324
1427,1492552740,0,"Clean Air Carolinas, Matthews, NC",0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,35.121246,-80.743065
1479,1492800687,0,Center St.,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,36.005188,-78.85404
132559,1634072369,0,Solomon Islands,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,37.40311,-122.11492
132565,1634074990,0,Rabbit Raider,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,46.52783,-93.94542
132579,1634080302,0,Brookside Elementary School,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.15013,-71.5289
132577,1634080299,0,Fire Dept - Elm,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,41.795418,-71.06704
1511,1493060377,0,Ridley Athletic Complex,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,39.336952,-76.653336
132585,1634080323,0,Peabody 5-3,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.54907,-70.99243
1517,1493061706,0,CCA 7th and Magnolia,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,34.059803,-118.286224
1519,1493061992,0,Govanstowne,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,39.351658,-76.61048
132589,1634080333,0,Melican Middle School,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.32031,-71.65979
132595,1634080436,0,Fannie E Proctor Elementary School,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.302414,-71.65247
132607,1634080472,0,Alex-1,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+PMSX003-B+PMSX003-A,41.785137,-71.071365
1539,1494197558,0,Douglas 2,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,40.774963,-111.84694
132609,1634080476,0,Marguerite E Peaslee Elementary,0,0,PA-II-SD,2.0+OPENLOG+NO-DISK+DS3231+BME280+PMSX003-B+PMSX003-A,42.32226,-71.62846
132615,1634081039,0,Peabody 4-2,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.540913,-70.94532
132627,1634081080,0,High St - 1,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,41.78476,-71.067055
132629,1634081154,0,Marion E Zeh Elementary School,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.324184,-71.64807
132643,1634081189,0,Algonquin Regional High School,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.32609,-71.61289
132641,1634081182,0,Alex2,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,41.786022,-71.06885
132651,1634081490,0,High St - 2,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,41.78332,-71.067314
132655,1634081812,0,Peabody 3-3,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.54129,-70.92782
132653,1634081694,0,Peabody 2-1,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,42.520386,-70.9328
132659,1634144783,0,Driftwood,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,33.97729,-118.46429
132657,1634141858,0,ECNA#1 - Near Lineage Logistics Brockport,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,43.215523,-77.923355
132667,1634144799,0,1203 admiralty lane,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,37.561695,-122.268074
132665,1634144797,0,Mohrhardt,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,38.540863,-123.096634
132675,1634144815,0,KBIC Fire Station,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,46.747196,-88.43196
1610,1494880899,0,Smart Pack Way,0,0,PA-II,2.0+1M+PMSX003-B+PMSX003-A,40.742577,-111.98212
132687,1634144907,0,AQSU-7497,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,43.92146,-65.83394
132685,1634144906,0,AQSU-E045,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,47.91452,-65.9513
132693,1634145012,0,Hilltop Schools,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,41.577106,-84.4464
132697,1634145016,0,PVA&amp;M,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30.09582,-95.96951
1628,1495070304,0,Ruffner Mountain ,0,0,PA-II,2.0+1M+BME280+PMSX003-B+PMSX003-A,33.558735,-86.70765
